state,killed,injured,KilledAndInjured,date,year
Alabama,1,3,4,26-Sep-20,2020
Alabama,0,4,4,23-Oct-20,2020
Alabama,2,3,5,31-Oct-20,2020
Alabama,1,3,4,21-Nov-20,2020
Alabama,1,5,6,31-Dec-20,2020
Alabama,1,3,4,25-May-20,2020
Alabama,0,4,4,04-Aug-20,2020
Alabama,0,7,7,01-Sep-20,2020
Alabama,7,0,7,11-Sep-20,2020
Alabama,0,4,4,26-Oct-20,2020
Alabama,3,1,4,20-Nov-20,2020
Alaska,0,4,4,20-Oct-20,2020
Alaska,4,0,4,31-Jan-20,2020
Alaska,1,4,5,29-Mar-20,2020
Arizona,0,4,4,24-Aug-20,2020
Arizona,2,2,4,22-Dec-20,2020
Arizona,1,4,5,15-Jan-20,2020
Arizona,1,6,7,18-Feb-20,2020
Arkansas,0,7,7,23-Nov-20,2020
Arkansas,5,0,5,22-Jan-20,2020
Arkansas,0,4,4,13-May-20,2020
Arkansas,1,3,4,08-Jun-20,2020
Arkansas,0,4,4,07-Jul-20,2020
Arkansas,3,1,4,27-Aug-20,2020
Arkansas,0,4,4,05-Sep-20,2020
Arkansas,0,5,5,17-Sep-20,2020
Arkansas,0,4,4,15-Apr-20,2020
Arkansas,0,5,5,16-Apr-20,2020
Arkansas,1,3,4,12-May-20,2020
Arkansas,0,4,4,13-May-20,2020
Arkansas,0,4,4,20-May-20,2020
California,0,6,6,28-Sep-20,2020
California,1,3,4,16-Oct-20,2020
California,0,5,5,27-Oct-20,2020
California,1,3,4,29-Nov-20,2020
California,1,4,5,24-Dec-20,2020
California,1,3,4,30-Dec-20,2020
California,1,3,4,13-Jan-20,2020
California,1,3,4,31-Jan-20,2020
California,1,5,6,21-Feb-20,2020
California,0,4,4,22-Mar-20,2020
California,1,4,5,23-Mar-20,2020
California,0,4,4,29-Mar-20,2020
California,2,3,5,26-Apr-20,2020
California,0,7,7,07-May-20,2020
California,1,4,5,27-Jun-20,2020
California,2,4,6,28-Jun-20,2020
California,0,5,5,08-Jul-20,2020
California,0,5,5,11-Aug-20,2020
California,0,4,4,25-Aug-20,2020
California,3,4,7,28-Aug-20,2020
California,0,4,4,03-Sep-20,2020
California,1,4,5,13-Sep-20,2020
California,2,3,5,25-Sep-20,2020
California,1,5,6,15-Oct-20,2020
California,1,3,4,20-Oct-20,2020
California,0,5,5,06-Nov-20,2020
California,0,5,5,24-Nov-20,2020
California,0,5,5,29-Nov-20,2020
California,2,3,5,31-Dec-20,2020
California,2,4,6,19-Feb-20,2020
California,1,3,4,20-Feb-20,2020
California,0,4,4,01-Mar-20,2020
California,1,3,4,17-Mar-20,2020
California,0,4,4,21-Mar-20,2020
California,0,4,4,22-Mar-20,2020
California,2,4,6,12-Apr-20,2020
California,0,4,4,23-Apr-20,2020
California,1,3,4,06-May-20,2020
California,7,0,7,01-Jun-20,2020
Colorado,1,4,5,24-Oct-20,2020
Colorado,2,4,6,05-Nov-20,2020
Colorado,0,6,6,24-Nov-20,2020
Colorado,0,9,9,05-Jan-20,2020
Colorado,0,5,5,19-Feb-20,2020
Colorado,0,5,5,07-Mar-20,2020
Colorado,2,3,5,08-May-20,2020
Colorado,1,3,4,14-May-20,2020
Colorado,0,5,5,26-Aug-20,2020
Colorado,0,4,4,12-Sep-20,2020
Colorado,0,4,4,24-May-20,2020
Connecticut,1,5,6,01-Nov-20,2020
Connecticut,1,5,6,25-Dec-20,2020
Connecticut,2,2,4,19-Jan-20,2020
Connecticut,1,5,6,10-Feb-20,2020
Connecticut,0,4,4,21-Mar-20,2020
Connecticut,1,3,4,22-Aug-20,2020
Connecticut,1,3,4,26-Apr-20,2020
Delaware,1,4,5,06-Feb-20,2020
Delaware,0,5,5,31-Mar-20,2020
Delaware,2,2,4,20-May-20,2020
District of Columbia,0,4,4,26-Dec-20,2020
District of Columbia,1,21,22,06-Jan-20,2020
District of Columbia,1,8,9,20-Apr-20,2020
District of Columbia,0,7,7,30-Jun-20,2020
District of Columbia,2,5,7,09-Jul-20,2020
District of Columbia,0,6,6,16-Oct-20,2020
District of Columbia,0,4,4,10-Dec-20,2020
District of Columbia,1,3,4,28-Mar-20,2020
Florida,1,4,5,06-Oct-20,2020
Florida,1,4,5,13-Oct-20,2020
Florida,0,4,4,30-Nov-20,2020
Florida,0,4,4,22-Dec-20,2020
Florida,1,4,5,21-Jan-20,2020
Florida,1,4,5,23-Jan-20,2020
Florida,2,2,4,24-Jan-20,2020
Florida,1,3,4,25-Jan-20,2020
Florida,1,4,5,11-Feb-20,2020
Florida,1,3,4,24-Mar-20,2020
Florida,1,3,4,26-Mar-20,2020
Florida,2,2,4,02-Apr-20,2020
Florida,0,4,4,17-Apr-20,2020
Florida,1,3,4,09-May-20,2020
Florida,0,5,5,27-May-20,2020
Florida,0,5,5,28-May-20,2020
Florida,0,5,5,19-Aug-20,2020
Florida,1,4,5,06-Oct-20,2020
Florida,0,5,5,31-Oct-20,2020
Florida,0,5,5,11-Nov-20,2020
Florida,0,6,6,12-Nov-20,2020
Florida,1,3,4,07-Dec-20,2020
Florida,2,4,6,11-Dec-20,2020
Florida,1,7,8,28-Dec-20,2020
Florida,2,4,6,29-Dec-20,2020
Florida,0,4,4,06-Jan-20,2020
Florida,1,3,4,12-Jan-20,2020
Florida,3,1,4,21-Feb-20,2020
Florida,1,3,4,06-Mar-20,2020
Florida,0,4,4,16-Mar-20,2020
Florida,0,4,4,06-Apr-20,2020
Florida,1,3,4,14-May-20,2020
Florida,0,4,4,17-May-20,2020
Florida,0,6,6,21-May-20,2020
Georgia,0,4,4,11-Jan-20,2020
Georgia,0,4,4,27-Mar-20,2020
Georgia,2,2,4,06-May-20,2020
Georgia,0,5,5,30-May-20,2020
Georgia,2,13,15,09-Jun-20,2020
Georgia,2,5,7,10-Jul-20,2020
Georgia,1,4,5,06-Sep-20,2020
Georgia,0,4,4,12-Oct-20,2020
Georgia,3,1,4,14-Oct-20,2020
Georgia,1,3,4,17-Dec-20,2020
Georgia,2,2,4,04-Jan-20,2020
Georgia,1,5,6,23-Jan-20,2020
Georgia,0,4,4,13-Feb-20,2020
Georgia,1,5,6,26-Mar-20,2020
Georgia,1,3,4,24-Apr-20,2020
Georgia,1,3,4,29-Apr-20,2020
Georgia,1,6,7,25-May-20,2020
Hawaii,0,0,0,25-Feb-20,2020
Idaho,2,3,5,13-Feb-20,2020
Illinois,1,3,4,19-Oct-20,2020
Illinois,1,4,5,25-Oct-20,2020
Illinois,0,4,4,14-Nov-20,2020
Illinois,0,6,6,17-Nov-20,2020
Illinois,1,3,4,22-Nov-20,2020
Illinois,0,4,4,25-Nov-20,2020
Illinois,0,4,4,26-Nov-20,2020
Illinois,1,5,6,12-Dec-20,2020
Illinois,1,3,4,15-Dec-20,2020
Illinois,1,4,5,16-Dec-20,2020
Illinois,0,4,4,29-Dec-20,2020
Illinois,0,6,6,18-Jan-20,2020
Illinois,3,3,6,26-Jan-20,2020
Illinois,0,4,4,30-Jan-20,2020
Illinois,0,6,6,07-Feb-20,2020
Illinois,1,4,5,17-Feb-20,2020
Illinois,0,5,5,08-Mar-20,2020
Illinois,1,3,4,03-Apr-20,2020
Illinois,1,4,5,04-Apr-20,2020
Illinois,1,4,5,19-Apr-20,2020
Illinois,2,3,5,21-Apr-20,2020
Illinois,0,13,13,22-Apr-20,2020
Illinois,0,5,5,29-Apr-20,2020
Illinois,0,15,15,01-May-20,2020
Illinois,2,4,6,03-May-20,2020
Illinois,1,4,5,18-May-20,2020
Illinois,1,3,4,31-May-20,2020
Illinois,4,4,8,01-Jun-20,2020
Illinois,0,4,4,10-Jun-20,2020
Illinois,1,5,6,11-Jun-20,2020
Illinois,1,5,6,12-Jun-20,2020
Illinois,0,6,6,23-Jun-20,2020
Illinois,0,4,4,19-Jul-20,2020
Illinois,0,4,4,21-Jul-20,2020
Illinois,0,4,4,23-Jul-20,2020
Illinois,1,3,4,05-Aug-20,2020
Illinois,0,5,5,12-Aug-20,2020
Illinois,0,4,4,13-Aug-20,2020
Illinois,0,4,4,20-Aug-20,2020
Illinois,2,2,4,29-Aug-20,2020
Illinois,0,4,4,30-Aug-20,2020
Illinois,0,4,4,07-Sep-20,2020
Illinois,1,3,4,18-Sep-20,2020
Illinois,1,3,4,19-Sep-20,2020
Illinois,0,6,6,20-Sep-20,2020
Illinois,0,4,4,29-Sep-20,2020
Illinois,0,7,7,17-Oct-20,2020
Illinois,0,4,4,21-Oct-20,2020
Illinois,1,4,5,27-Oct-20,2020
Illinois,0,5,5,07-Nov-20,2020
Illinois,1,4,5,13-Nov-20,2020
Illinois,1,3,4,14-Nov-20,2020
Illinois,2,2,4,25-Nov-20,2020
Illinois,0,5,5,08-Dec-20,2020
Illinois,0,4,4,07-Jan-20,2020
Illinois,0,4,4,08-Jan-20,2020
Illinois,0,6,6,16-Jan-20,2020
Illinois,1,3,4,18-Jan-20,2020
Illinois,1,3,4,10-Feb-20,2020
Illinois,1,4,5,24-Feb-20,2020
Illinois,1,3,4,19-Mar-20,2020
Illinois,2,4,6,03-Apr-20,2020
Illinois,1,3,4,07-Apr-20,2020
Illinois,0,5,5,13-Apr-20,2020
Illinois,0,4,4,17-Apr-20,2020
Illinois,0,4,4,18-Apr-20,2020
Illinois,0,4,4,02-May-20,2020
Illinois,0,4,4,26-May-20,2020
Indiana,0,4,4,04-Oct-20,2020
Indiana,0,4,4,11-Oct-20,2020
Indiana,1,3,4,28-Jan-20,2020
Indiana,4,0,4,23-Feb-20,2020
Indiana,0,4,4,23-Dec-20,2020
Indiana,3,4,7,27-Mar-20,2020
Indiana,1,4,5,02-Jun-20,2020
Iowa,1,3,4,13-Jun-20,2020
Iowa,2,2,4,20-Jul-20,2020
Iowa,0,5,5,08-Sep-20,2020
Iowa,2,6,8,03-May-20,2020
Kansas,0,5,5,26-Jul-20,2020
Kansas,0,4,4,04-Feb-20,2020
Kentucky,0,4,4,12-Oct-20,2020
Kentucky,1,3,4,06-Nov-20,2020
Kentucky,0,7,7,17-Dec-20,2020
Kentucky,0,5,5,18-Dec-20,2020
Kentucky,1,4,5,01-Jan-20,2020
Kentucky,1,3,4,09-Apr-20,2020
Kentucky,1,3,4,15-May-20,2020
Kentucky,1,4,5,14-Jul-20,2020
Kentucky,1,4,5,28-Oct-20,2020
Kentucky,0,7,7,03-Dec-20,2020
Louisiana,2,3,5,03-Feb-20,2020
Louisiana,0,4,4,08-Feb-20,2020
Louisiana,0,4,4,25-Mar-20,2020
Louisiana,0,4,4,30-Mar-20,2020
Louisiana,1,7,8,05-Apr-20,2020
Louisiana,1,3,4,14-Apr-20,2020
Louisiana,0,4,4,02-Jun-20,2020
Louisiana,6,0,6,01-Jul-20,2020
Louisiana,0,5,5,15-Jul-20,2020
Louisiana,0,4,4,16-Jul-20,2020
Louisiana,2,2,4,17-Jul-20,2020
Louisiana,0,5,5,30-Sep-20,2020
Louisiana,0,5,5,23-Oct-20,2020
Louisiana,0,13,13,02-Nov-20,2020
Louisiana,0,6,6,23-Nov-20,2020
Louisiana,0,5,5,05-Jan-20,2020
Louisiana,1,3,4,19-Jan-20,2020
Louisiana,0,4,4,25-Jan-20,2020
Louisiana,2,2,4,03-Feb-20,2020
Louisiana,2,2,4,16-Feb-20,2020
Louisiana,1,3,4,27-Feb-20,2020
Louisiana,0,5,5,07-Mar-20,2020
Louisiana,3,2,5,01-Apr-20,2020
Louisiana,0,5,5,02-Apr-20,2020
Louisiana,0,4,4,11-Apr-20,2020
Louisiana,0,5,5,27-May-20,2020
Louisiana,0,4,4,03-Jun-20,2020
Maine,3,1,4,22-Feb-20,2020
Maryland,2,2,4,03-Oct-20,2020
Maryland,2,2,4,14-Jan-20,2020
Maryland,0,4,4,26-May-20,2020
Maryland,1,3,4,03-Jun-20,2020
Maryland,0,4,4,14-Jun-20,2020
Maryland,0,5,5,11-Jul-20,2020
Maryland,0,7,7,05-Oct-20,2020
Maryland,1,3,4,11-Oct-20,2020
Maryland,1,5,6,22-Oct-20,2020
Maryland,0,3,3,03-Nov-20,2020
Maryland,0,4,4,20-Dec-20,2020
Maryland,0,7,7,17-Feb-20,2020
Maryland,1,3,4,25-Feb-20,2020
Maryland,0,4,4,08-Mar-20,2020
Maryland,1,3,4,20-Mar-20,2020
Maryland,0,7,7,23-Mar-20,2020
Maryland,1,3,4,22-May-20,2020
Maryland,0,4,4,28-May-20,2020
Maryland,0,5,5,05-Jun-20,2020
Massachusetts,1,4,5,01-Oct-20,2020
Massachusetts,0,5,5,02-Jan-20,2020
Massachusetts,1,5,6,27-Jan-20,2020
Massachusetts,0,4,4,27-Apr-20,2020
Massachusetts,1,4,5,04-Jun-20,2020
Massachusetts,1,3,4,09-Sep-20,2020
Massachusetts,1,4,5,30-Nov-20,2020
Massachusetts,0,4,4,09-Mar-20,2020
Michigan,0,4,4,27-Sep-20,2020
Michigan,0,4,4,21-Oct-20,2020
Michigan,4,0,4,02-Nov-20,2020
Michigan,0,4,4,01-Dec-20,2020
Michigan,3,1,4,05-Dec-20,2020
Michigan,0,5,5,06-Apr-20,2020
Michigan,1,3,4,23-Apr-20,2020
Michigan,4,0,4,24-Apr-20,2020
Michigan,0,4,4,02-May-20,2020
Michigan,0,6,6,10-May-20,2020
Michigan,1,3,4,16-May-20,2020
Michigan,0,4,4,22-May-20,2020
Michigan,2,3,5,05-Jun-20,2020
Michigan,2,4,6,15-Jun-20,2020
Michigan,0,4,4,27-Jul-20,2020
Michigan,1,3,4,28-Jul-20,2020
Michigan,2,2,4,01-Oct-20,2020
Michigan,1,3,4,15-Nov-20,2020
Michigan,0,5,5,09-Feb-20,2020
Michigan,0,7,7,08-Apr-20,2020
Michigan,0,6,6,09-May-20,2020
Minnesota,0,4,4,09-Dec-20,2020
Minnesota,1,6,7,18-Jul-20,2020
Minnesota,0,11,11,06-Aug-20,2020
Minnesota,0,4,4,14-Aug-20,2020
Minnesota,0,4,4,15-Aug-20,2020
Minnesota,0,5,5,30-Apr-20,2020
Mississippi,1,3,4,29-Sep-20,2020
Mississippi,0,4,4,07-Jan-20,2020
Mississippi,0,5,5,12-Jan-20,2020
Mississippi,5,0,5,20-Jan-20,2020
Mississippi,0,4,4,05-Feb-20,2020
Mississippi,2,2,4,12-Feb-20,2020
Mississippi,2,2,4,28-Mar-20,2020
Mississippi,2,4,6,07-Apr-20,2020
Mississippi,1,3,4,06-Jun-20,2020
Mississippi,0,4,4,16-Jun-20,2020
Mississippi,0,5,5,14-Sep-20,2020
Mississippi,1,4,5,16-Nov-20,2020
Mississippi,0,4,4,26-Nov-20,2020
Mississippi,1,5,6,15-Dec-20,2020
Mississippi,0,11,11,28-Jan-20,2020
Mississippi,2,2,4,04-Mar-20,2020
Mississippi,2,8,10,10-Mar-20,2020
Missouri,1,3,4,27-Dec-20,2020
Missouri,1,4,5,20-Feb-20,2020
Missouri,3,2,5,26-Feb-20,2020
Missouri,2,15,17,11-Mar-20,2020
Missouri,0,5,5,17-Mar-20,2020
Missouri,0,5,5,12-Apr-20,2020
Missouri,3,2,5,23-May-20,2020
Missouri,2,3,5,17-Jun-20,2020
Missouri,0,4,4,26-Jun-20,2020
Missouri,2,4,6,12-Jul-20,2020
Missouri,1,4,5,15-Sep-20,2020
Missouri,2,7,9,21-Sep-20,2020
Missouri,5,2,7,03-Oct-20,2020
Missouri,0,4,4,07-Oct-20,2020
Missouri,0,4,4,21-Nov-20,2020
Missouri,0,4,4,21-Dec-20,2020
Missouri,0,4,4,01-Jan-20,2020
Missouri,0,4,4,01-Feb-20,2020
Missouri,2,2,4,11-Feb-20,2020
Missouri,0,5,5,04-May-20,2020
Missouri,0,6,6,29-May-20,2020
Missouri,1,3,4,30-May-20,2020
Montana,0,0,0,27-Feb-20,2020
Nebraska,0,8,8,25-Apr-20,2020
Nebraska,2,2,4,17-Jan-20,2020
Nevada,2,2,4,13-Dec-20,2020
Nevada,1,5,6,22-Jan-20,2020
Nevada,4,1,5,30-Jan-20,2020
Nevada,0,4,4,24-Mar-20,2020
New Hampshire,0,0,0,28-Feb-20,2020
New Jersey,1,4,5,28-Oct-20,2020
New Jersey,0,5,5,19-Nov-20,2020
New Jersey,1,4,5,28-Apr-20,2020
New Jersey,4,3,7,24-Jun-20,2020
New Jersey,1,4,5,29-Jul-20,2020
New Jersey,0,4,4,12-Dec-20,2020
New Jersey,1,4,5,24-Dec-20,2020
New Jersey,0,4,4,20-Jan-20,2020
New Jersey,1,3,4,14-Mar-20,2020
New Jersey,2,7,9,09-Apr-20,2020
New Jersey,0,4,4,19-Apr-20,2020
New Jersey,0,5,5,20-Apr-20,2020
New Mexico,1,3,4,02-Oct-20,2020
New Mexico,0,4,4,18-Oct-20,2020
New Mexico,0,5,5,30-Oct-20,2020
New York,0,4,4,08-Oct-20,2020
New York,0,4,4,17-Oct-20,2020
New York,0,4,4,30-Oct-20,2020
New York,0,5,5,03-Nov-20,2020
New York,0,4,4,11-Nov-20,2020
New York,0,4,4,15-Nov-20,2020
New York,1,3,4,27-Nov-20,2020
New York,0,4,4,03-Dec-20,2020
New York,0,4,4,14-Dec-20,2020
New York,1,4,5,19-Dec-20,2020
New York,1,3,4,03-Jan-20,2020
New York,2,2,4,15-Jan-20,2020
New York,0,4,4,16-Jan-20,2020
New York,0,4,4,14-Mar-20,2020
New York,3,1,4,18-Mar-20,2020
New York,0,6,6,01-Apr-20,2020
New York,1,3,4,08-Apr-20,2020
New York,0,6,6,10-Apr-20,2020
New York,1,5,6,15-Apr-20,2020
New York,0,5,5,18-Jun-20,2020
New York,1,3,4,04-Jul-20,2020
New York,1,7,8,13-Jul-20,2020
New York,0,7,7,22-Jul-20,2020
New York,0,4,4,30-Jul-20,2020
New York,1,8,9,31-Jul-20,2020
New York,0,4,4,01-Aug-20,2020
New York,0,4,4,07-Aug-20,2020
New York,0,5,5,16-Aug-20,2020
New York,0,4,4,31-Aug-20,2020
New York,0,4,4,23-Sep-20,2020
New York,1,6,7,21-Jan-20,2020
New York,1,5,6,22-Feb-20,2020
New York,1,5,6,05-Mar-20,2020
New York,1,3,4,30-Mar-20,2020
New York,1,4,5,21-Apr-20,2020
New York,2,14,16,22-Apr-20,2020
New York,0,4,4,27-Apr-20,2020
New York,0,5,5,04-Jun-20,2020
North Carolina,1,3,4,02-Oct-20,2020
North Carolina,1,4,5,09-Oct-20,2020
North Carolina,0,6,6,01-Feb-20,2020
North Carolina,0,4,4,14-Feb-20,2020
North Carolina,3,1,4,15-Feb-20,2020
North Carolina,5,0,5,16-Mar-20,2020
North Carolina,0,6,6,19-Mar-20,2020
North Carolina,0,8,8,13-Apr-20,2020
North Carolina,0,4,4,11-May-20,2020
North Carolina,2,2,4,02-Aug-20,2020
North Carolina,4,5,9,17-Aug-20,2020
North Carolina,0,5,5,26-Sep-20,2020
North Carolina,7,0,7,04-Oct-20,2020
North Carolina,0,6,6,17-Nov-20,2020
North Carolina,1,5,6,13-Dec-20,2020
North Carolina,1,3,4,25-Dec-20,2020
North Carolina,0,6,6,30-Dec-20,2020
North Carolina,1,3,4,11-Mar-20,2020
North Carolina,0,5,5,04-Apr-20,2020
North Carolina,0,4,4,18-May-20,2020
North Dakota,0,0,0,01-Mar-20,2020
Ohio,1,3,4,29-Oct-20,2020
Ohio,1,3,4,07-Nov-20,2020
Ohio,2,9,11,08-Nov-20,2020
Ohio,1,3,4,09-Nov-20,2020
Ohio,0,5,5,12-Nov-20,2020
Ohio,0,6,6,08-Jan-20,2020
Ohio,0,4,4,02-Mar-20,2020
Ohio,0,4,4,18-Apr-20,2020
Ohio,5,0,5,24-May-20,2020
Ohio,1,3,4,29-Jun-20,2020
Ohio,1,4,5,18-Aug-20,2020
Ohio,0,4,4,10-Sep-20,2020
Ohio,0,4,4,16-Sep-20,2020
Ohio,1,18,19,19-Oct-20,2020
Ohio,1,3,4,10-Nov-20,2020
Ohio,1,3,4,01-Dec-20,2020
Ohio,0,4,4,09-Dec-20,2020
Ohio,0,4,4,02-Jan-20,2020
Ohio,0,5,5,13-Jan-20,2020
Ohio,0,6,6,24-Jan-20,2020
Ohio,3,2,5,02-Feb-20,2020
Ohio,0,5,5,28-Feb-20,2020
Ohio,1,4,5,28-Apr-20,2020
Ohio,1,3,4,07-May-20,2020
Ohio,2,2,4,10-May-20,2020
Oklahoma,0,4,4,10-Nov-20,2020
Oklahoma,1,3,4,26-Dec-20,2020
Oregon,1,3,4,08-Dec-20,2020
Oregon,0,4,4,29-Jan-20,2020
Pennsylvania,0,4,4,30-Sep-20,2020
Pennsylvania,0,5,5,04-Nov-20,2020
Pennsylvania,1,4,5,16-Nov-20,2020
Pennsylvania,0,4,4,18-Nov-20,2020
Pennsylvania,0,4,4,20-Nov-20,2020
Pennsylvania,0,4,4,06-Dec-20,2020
Pennsylvania,1,3,4,10-Dec-20,2020
Pennsylvania,0,4,4,20-Dec-20,2020
Pennsylvania,0,5,5,23-Dec-20,2020
Pennsylvania,0,6,6,04-Jan-20,2020
Pennsylvania,1,3,4,10-Jan-20,2020
Pennsylvania,1,3,4,29-May-20,2020
Pennsylvania,0,4,4,19-Jun-20,2020
Pennsylvania,0,6,6,05-Jul-20,2020
Pennsylvania,0,4,4,23-Aug-20,2020
Pennsylvania,2,2,4,02-Sep-20,2020
Pennsylvania,1,6,7,27-Sep-20,2020
Pennsylvania,2,2,4,28-Sep-20,2020
Pennsylvania,0,5,5,13-Oct-20,2020
Pennsylvania,0,4,4,01-Nov-20,2020
Pennsylvania,0,4,4,08-Nov-20,2020
Pennsylvania,0,4,4,27-Nov-20,2020
Pennsylvania,0,4,4,02-Dec-20,2020
Pennsylvania,1,3,4,04-Dec-20,2020
Pennsylvania,0,4,4,16-Dec-20,2020
Pennsylvania,0,4,4,15-Feb-20,2020
Pennsylvania,1,6,7,31-Mar-20,2020
Pennsylvania,0,4,4,05-Apr-20,2020
Pennsylvania,2,3,5,14-Apr-20,2020
Pennsylvania,2,2,4,25-Apr-20,2020
Pennsylvania,0,4,4,01-May-20,2020
Pennsylvania,0,4,4,05-May-20,2020
Pennsylvania,0,5,5,11-May-20,2020
Pennsylvania,0,6,6,15-May-20,2020
Rhode Island,0,0,0,03-Mar-20,2020
South Carolina,1,4,5,18-Oct-20,2020
South Carolina,1,3,4,22-Oct-20,2020
South Carolina,0,4,4,07-Dec-20,2020
South Carolina,3,3,6,20-Mar-20,2020
South Carolina,0,5,5,07-Jun-20,2020
South Carolina,2,8,10,20-Jun-20,2020
South Carolina,0,4,4,09-Oct-20,2020
South Carolina,0,4,4,04-Nov-20,2020
South Carolina,4,1,5,05-Nov-20,2020
South Carolina,2,5,7,18-Nov-20,2020
South Carolina,0,4,4,22-Nov-20,2020
South Carolina,3,5,8,28-Nov-20,2020
South Carolina,0,6,6,27-Dec-20,2020
South Carolina,3,1,4,03-Jan-20,2020
South Carolina,0,4,4,10-Jan-20,2020
South Carolina,1,10,11,26-Jan-20,2020
South Carolina,0,5,5,27-Jan-20,2020
South Carolina,1,3,4,05-Feb-20,2020
South Carolina,0,8,8,12-Feb-20,2020
South Carolina,2,3,5,14-Feb-20,2020
South Carolina,0,5,5,23-Feb-20,2020
South Carolina,1,3,4,16-May-20,2020
South Dakota,1,3,4,04-Sep-20,2020
Tennessee,0,7,7,07-Oct-20,2020
Tennessee,1,4,5,28-Nov-20,2020
Tennessee,0,7,7,09-Feb-20,2020
Tennessee,1,4,5,12-Mar-20,2020
Tennessee,0,5,5,16-Apr-20,2020
Tennessee,0,4,4,21-Aug-20,2020
Tennessee,0,5,5,22-Sep-20,2020
Tennessee,0,4,4,24-Sep-20,2020
Tennessee,0,4,4,29-Oct-20,2020
Tennessee,0,4,4,05-Dec-20,2020
Tennessee,2,2,4,18-Dec-20,2020
Tennessee,0,4,4,09-Jan-20,2020
Tennessee,2,3,5,29-Jan-20,2020
